EmployeeNumber,Age,Gender,MaritalStatus,Education,EducationField,Education,Department,JobRole,JobLevel,Attrition,BusinessTravel,DistanceFromHome,OverTime,WorkLifeBalance,HourlyRate,DailyRate,MonthlyRate,MonthlyIncome,PercentSalaryHike,StockOptionLevel,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,RelationshipSatisfaction,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,TrainingTimesLastYear
730,53,Male,Married,3,Life Sciences,3,Research & Development,Research Director,4,No,Travel_Rarely,7,No,3,59,970,13514,14814,19,0,3,4,3,3,3,32,5,1,1,3,3,3
731,41,Male,Divorced,4,Human Resources,4,Human Resources,Manager,5,No,Travel_Rarely,10,No,2,73,427,8861,19141,15,3,2,2,4,2,3,23,21,6,12,6,3,2
732,60,Male,Single,4,Marketing,4,Sales,Sales Executive,2,No,Travel_Rarely,16,No,3,84,1179,11924,5405,14,0,1,3,1,4,3,10,2,2,2,2,8,1
733,27,Male,Divorced,2,Life Sciences,2,Research & Development,Manufacturing Director,3,No,Travel_Frequently,10,No,2,32,294,4809,8793,21,2,4,3,1,3,4,9,9,7,1,7,1,4
734,41,Male,Married,3,Human Resources,3,Human Resources,Manager,5,No,Travel_Rarely,1,No,3,59,314,19562,19189,12,1,4,2,3,2,3,22,22,7,2,10,1,3
738,50,Male,Married,4,Marketing,4,Sales,Sales Representative,1,No,Travel_Rarely,8,No,3,54,316,9983,3875,15,1,4,3,2,4,3,4,2,2,2,2,7,2
741,28,Female,Single,2,Life Sciences,2,Research & Development,Research Scientist,1,Yes,Travel_Rarely,1,Yes,3,67,654,3872,2216,13,0,1,1,2,4,3,10,7,7,3,7,7,4
742,36,Female,Married,3,Life Sciences,3,Research & Development,Research Director,3,No,Non-Travel,8,No,3,63,427,20335,11713,14,1,1,4,1,1,3,10,8,7,0,5,9,2
743,38,Female,Single,3,Life Sciences,3,Research & Development,Manufacturing Director,3,No,Travel_Rarely,1,Yes,4,81,168,15397,7861,14,0,3,3,3,4,3,10,1,0,0,0,4,4
744,44,Male,Single,3,Medical,3,Research & Development,Laboratory Technician,1,No,Non-Travel,24,No,3,49,381,2104,3708,14,0,1,1,3,3,3,9,5,2,1,4,2,5
746,47,Female,Divorced,3,Medical,3,Sales,Sales Executive,4,No,Travel_Frequently,3,Yes,2,49,217,10225,13770,12,2,4,3,3,4,3,28,22,2,11,13,9,2
747,30,Male,Divorced,5,Marketing,5,Sales,Sales Executive,2,No,Travel_Rarely,27,No,2,99,501,25275,5304,23,1,3,3,4,4,4,10,8,7,7,7,7,2
749,29,Male,Single,3,Life Sciences,3,Sales,Sales Representative,1,No,Travel_Rarely,10,No,3,99,1396,2755,2642,11,0,3,3,3,3,3,1,1,0,0,0,1,6
752,42,Male,Divorced,3,Medical,3,Research & Development,Research Scientist,1,Yes,Travel_Frequently,19,Yes,3,57,933,20366,2759,12,0,3,4,3,4,3,7,2,2,2,2,6,2
754,43,Male,Married,3,Life Sciences,3,Sales,Sales Executive,2,No,Travel_Frequently,15,No,3,47,775,23683,6804,18,1,4,2,4,3,3,7,2,2,2,2,3,5
757,34,Female,Single,2,Medical,2,Research & Development,Healthcare Representative,2,No,Travel_Rarely,8,No,3,96,970,7360,6142,11,0,2,3,3,4,3,10,5,1,4,3,3,2
758,23,Male,Married,1,Medical,1,Research & Development,Laboratory Technician,1,No,Travel_Rarely,9,No,4,37,650,4344,2500,14,1,2,3,1,4,3,5,4,3,0,2,1,2
760,39,Female,Married,3,Human Resources,3,Human Resources,Human Resources,2,No,Travel_Rarely,3,No,1,44,141,18767,6389,15,1,3,4,2,3,3,12,8,3,3,6,9,3
762,56,Male,Married,3,Medical,3,Research & Development,Healthcare Representative,4,No,Travel_Rarely,9,No,2,81,832,20420,11103,11,0,3,3,4,3,3,30,10,7,1,1,7,1
763,40,Female,Single,1,Medical,1,Research & Development,Research Scientist,1,No,Travel_Rarely,2,Yes,2,86,804,22929,2342,20,0,4,2,4,4,4,5,4,2,2,3,0,2
764,27,Female,Single,3,Medical,3,Research & Development,Healthcare Representative,2,No,Travel_Rarely,7,No,1,55,975,23398,6811,19,0,4,2,1,1,3,9,7,6,0,7,8,2
766,29,Male,Divorced,3,Marketing,3,Sales,Sales Representative,1,No,Travel_Rarely,10,No,3,83,1090,17967,2297,14,2,4,3,2,4,3,2,2,2,2,2,1,2
769,53,Male,Single,3,Life Sciences,3,Research & Development,Laboratory Technician,2,No,Travel_Rarely,6,No,3,86,346,10919,2450,17,0,4,3,4,4,3,19,2,2,2,2,2,4
771,35,Female,Divorced,4,Life Sciences,4,Research & Development,Healthcare Representative,2,No,Non-Travel,2,No,4,61,1225,4761,5093,11,1,4,3,1,1,3,16,1,0,0,0,2,2
772,32,Male,Married,4,Life Sciences,4,Research & Development,Laboratory Technician,2,No,Travel_Frequently,24,No,3,80,430,21146,5309,15,2,1,3,4,4,3,10,10,8,4,7,1,2
773,38,Male,Married,5,Medical,5,Research & Development,Research Scientist,1,No,Travel_Rarely,2,Yes,1,92,268,20471,3057,13,1,4,3,3,2,3,6,1,0,0,1,6,0
775,34,Female,Divorced,5,Life Sciences,5,Research & Development,Manufacturing Director,2,No,Travel_Rarely,8,No,3,32,167,4187,5121,14,1,2,3,1,3,3,7,0,0,0,0,3,3
776,52,Male,Married,4,Marketing,4,Sales,Manager,4,No,Travel_Rarely,3,No,4,31,621,10084,16856,11,0,3,2,1,1,3,34,34,6,1,16,1,3
780,33,Male,Single,4,Other,4,Research & Development,Research Scientist,1,Yes,Travel_Rarely,1,Yes,2,63,527,5207,2686,13,0,4,3,4,3,3,10,10,9,7,8,1,2
781,25,Female,Single,1,Medical,1,Sales,Sales Executive,2,No,Travel_Rarely,26,No,2,32,883,22807,6180,23,0,3,3,4,2,4,6,6,5,1,4,1,5
783,45,Male,Single,2,Technical Degree,2,Sales,Sales Representative,2,No,Travel_Rarely,2,No,3,46,954,12388,6632,13,0,2,1,3,1,3,9,8,7,3,1,0,3
784,23,Male,Single,1,Medical,1,Research & Development,Research Scientist,1,No,Travel_Rarely,10,No,3,79,310,19630,3505,18,0,1,4,3,4,3,2,2,2,0,2,1,3
785,47,Female,Single,2,Life Sciences,2,Sales,Sales Executive,2,Yes,Travel_Frequently,27,Yes,3,77,719,10339,6397,12,0,2,4,3,4,3,8,5,4,1,3,4,2
786,34,Male,Single,3,Other,3,Sales,Sales Executive,2,No,Travel_Rarely,2,No,3,60,304,18686,6274,22,0,4,3,4,3,4,6,6,5,1,4,1,5
787,55,Male,Married,3,Medical,3,Research & Development,Manager,5,Yes,Travel_Rarely,2,Yes,3,78,725,21199,19859,13,1,4,3,1,4,3,24,5,2,1,4,5,2
789,36,Male,Single,4,Life Sciences,4,Sales,Sales Executive,3,No,Non-Travel,8,No,3,76,1434,14229,7587,15,0,1,2,1,2,3,10,10,7,0,9,1,1
791,52,Male,Married,4,Medical,4,Research & Development,Research Scientist,1,No,Non-Travel,19,No,3,41,715,26589,4258,18,1,4,3,4,1,3,5,4,3,1,2,0,3
792,26,Female,Divorced,2,Life Sciences,2,Research & Development,Laboratory Technician,1,No,Travel_Frequently,1,No,3,71,575,5288,4364,14,1,1,1,4,1,3,5,2,2,2,0,3,2
793,29,Female,Married,3,Medical,3,Research & Development,Healthcare Representative,2,No,Travel_Rarely,27,No,2,66,657,25549,4335,12,1,2,3,3,1,3,11,8,7,1,1,4,3
796,26,Male,Single,3,Technical Degree,3,Sales,Sales Executive,2,Yes,Travel_Rarely,8,No,2,38,1146,3064,5326,17,0,4,2,1,3,3,6,4,3,1,2,6,2
797,34,Female,Single,4,Life Sciences,4,Research & Development,Research Scientist,1,No,Travel_Rarely,1,No,3,72,182,13551,3280,16,0,2,4,4,3,3,10,4,2,1,3,2,2
799,54,Female,Divorced,4,Medical,4,Research & Development,Manufacturing Director,2,No,Travel_Rarely,19,Yes,3,95,376,22670,5485,11,2,4,3,1,2,3,9,5,3,1,4,9,4
800,27,Male,Married,1,Marketing,1,Sales,Sales Executive,2,No,Travel_Frequently,8,No,3,84,829,24008,4342,19,1,3,3,4,2,3,5,4,2,1,1,0,3
802,37,Female,Divorced,1,Life Sciences,1,Research & Development,Research Scientist,1,No,Travel_Rarely,10,Yes,2,82,571,19905,2782,13,2,4,3,1,2,3,6,5,3,4,3,0,3
803,38,Female,Single,4,Life Sciences,4,Research & Development,Manufacturing Director,2,No,Travel_Frequently,2,Yes,3,75,240,26085,5980,12,0,1,4,1,4,3,17,15,7,4,12,6,2
804,34,Female,Single,4,Medical,4,Research & Development,Research Scientist,1,No,Travel_Rarely,2,No,3,86,121,7530,4381,11,0,3,2,1,3,3,6,6,5,1,3,1,3
805,35,Female,Married,4,Life Sciences,4,Sales,Sales Representative,1,No,Travel_Rarely,8,No,2,72,384,20317,2572,16,1,1,3,4,2,3,3,3,2,0,2,1,1
806,30,Male,Married,3,Life Sciences,3,Research & Development,Laboratory Technician,1,No,Travel_Rarely,1,No,3,38,921,24375,3833,21,2,4,1,3,3,4,7,2,2,0,2,3,2
807,40,Female,Married,2,Medical,2,Research & Development,Healthcare Representative,2,No,Travel_Frequently,2,No,3,38,791,9931,4244,24,1,3,4,2,4,4,8,8,7,3,7,1,2
808,34,Female,Married,2,Life Sciences,2,Sales,Sales Executive,2,No,Travel_Rarely,8,No,3,93,1111,13305,6500,17,1,3,3,1,2,3,6,3,2,1,2,5,1
809,42,Male,Divorced,3,Life Sciences,3,Research & Development,Manager,5,No,Travel_Frequently,8,No,2,66,570,16225,18430,13,1,2,3,4,2,3,24,24,7,14,9,1,4
811,23,Male,Married,3,Life Sciences,3,Research & Development,Laboratory Technician,1,Yes,Travel_Rarely,6,Yes,3,63,1243,3445,1601,21,2,3,4,1,3,4,1,0,0,0,0,1,2
812,24,Male,Divorced,3,Life Sciences,3,Research & Development,Laboratory Technician,1,No,Non-Travel,9,No,3,60,1092,26551,2694,11,3,3,2,2,3,3,1,1,0,0,0,1,4
813,52,Female,Married,4,Life Sciences,4,Research & Development,Laboratory Technician,2,No,Travel_Rarely,11,No,3,82,1325,21821,3149,20,1,4,3,3,2,4,9,5,2,1,4,8,3
815,50,Male,Married,3,Medical,3,Research & Development,Research Director,4,No,Travel_Rarely,2,No,3,64,691,6881,17639,16,0,3,3,3,4,3,30,4,3,0,3,5,3
816,29,Female,Married,2,Life Sciences,2,Research & Development,Laboratory Technician,1,Yes,Travel_Rarely,1,Yes,3,36,805,6689,2319,11,1,2,2,1,4,3,1,1,0,0,0,1,1
817,33,Male,Married,3,Medical,3,Research & Development,Research Director,3,No,Travel_Rarely,7,No,4,49,213,25995,11691,11,0,3,3,3,4,3,14,13,9,3,7,0,3
819,33,Female,Single,3,Marketing,3,Sales,Sales Executive,2,Yes,Travel_Rarely,16,No,3,69,118,26507,5324,15,0,1,3,1,3,3,6,3,2,0,2,5,3
820,47,Female,Married,2,Other,2,Research & Development,Manager,4,No,Travel_Rarely,2,Yes,2,33,202,12982,16752,11,1,3,3,4,3,3,26,26,14,3,0,1,3
823,36,Female,Married,3,Other,3,Research & Development,Manufacturing Director,2,No,Travel_Rarely,1,No,3,35,676,23361,5228,15,1,3,3,2,1,3,10,9,7,0,5,0,2
824,29,Male,Married,2,Life Sciences,2,Research & Development,Research Scientist,1,No,Travel_Rarely,23,No,3,81,1252,23779,2700,24,1,3,4,3,3,4,10,10,7,0,7,1,3
825,58,Male,Single,4,Life Sciences,4,Research & Development,Research Director,5,Yes,Travel_Rarely,2,Yes,3,31,286,25761,19246,12,0,4,3,2,4,3,40,31,15,13,8,7,2
826,35,Female,Single,4,Life Sciences,4,Research & Development,Research Scientist,1,No,Travel_Rarely,1,No,3,40,1258,13301,2506,13,0,4,4,3,3,3,7,2,2,2,2,3,0
827,42,Female,Married,2,Life Sciences,2,Research & Development,Manufacturing Director,2,No,Travel_Rarely,1,Yes,3,43,932,4051,6062,13,1,4,2,4,4,3,8,4,3,0,2,9,4
828,28,Male,Single,4,Medical,4,Research & Development,Research Scientist,1,Yes,Travel_Rarely,2,No,2,46,890,16374,4382,17,0,3,3,3,4,3,5,2,2,2,1,6,3
829,36,Male,Married,3,Human Resources,3,Human Resources,Human Resources,1,No,Travel_Rarely,13,No,3,36,1041,25527,2143,13,1,3,3,2,2,3,8,5,2,0,4,4,2
830,32,Female,Married,3,Life Sciences,3,Research & Development,Manufacturing Director,2,No,Travel_Rarely,4,No,3,98,859,19124,6162,12,1,3,2,3,3,3,14,14,13,6,8,1,3
832,40,Male,Single,4,Medical,4,Research & Development,Laboratory Technician,2,No,Travel_Frequently,16,No,3,51,720,11983,5094,14,0,1,2,3,4,3,10,1,0,0,0,6,6
833,30,Female,Single,3,Medical,3,Research & Development,Manufacturing Director,2,No,Travel_Rarely,2,Yes,2,52,946,20234,6877,24,0,3,2,4,2,4,12,0,0,0,0,5,4
834,45,Female,Single,3,Life Sciences,3,Research & Development,Research Scientist,1,No,Travel_Rarely,2,No,3,95,252,6153,2274,14,0,2,2,3,4,3,1,1,0,0,0,1,3
836,42,Male,Married,3,Life Sciences,3,Research & Development,Manufacturing Director,2,No,Travel_Rarely,29,No,2,98,933,11806,4434,13,1,2,3,2,4,3,10,9,8,7,8,1,3
837,38,Male,Divorced,3,Life Sciences,3,Research & Development,Healthcare Representative,2,No,Travel_Frequently,12,No,2,45,471,4284,6288,15,1,1,2,1,3,3,13,4,3,1,2,2,3
838,34,Female,Single,4,Life Sciences,4,Research & Development,Research Scientist,1,No,Travel_Frequently,16,No,3,100,702,8306,2553,16,0,3,2,4,3,3,6,5,2,1,3,1,3
840,49,Female,Married,3,Marketing,3,Sales,Sales Executive,3,Yes,Travel_Rarely,11,No,4,43,1184,5860,7654,18,2,3,3,4,1,3,9,9,8,7,7,1,3
842,55,Male,Single,1,Medical,1,Sales,Sales Executive,2,Yes,Travel_Rarely,2,No,2,37,436,21519,5160,16,0,3,3,4,3,3,12,9,7,7,3,4,3
843,43,Male,Married,2,Life Sciences,2,Research & Development,Research Director,4,No,Travel_Rarely,14,No,3,94,589,5200,17159,24,1,2,3,1,3,4,22,4,1,1,0,6,3
844,27,Male,Divorced,1,Technical Degree,1,Research & Development,Research Director,3,No,Travel_Rarely,5,Yes,3,42,269,8842,12808,16,1,3,2,4,2,3,9,9,8,0,8,1,3
845,35,Male,Single,3,Other,3,Research & Development,Manufacturing Director,3,No,Travel_Rarely,7,No,4,59,950,18869,10221,21,0,3,3,3,2,4,17,8,5,1,6,3,3
846,28,Female,Married,4,Marketing,4,Sales,Sales Executive,2,No,Travel_Rarely,2,Yes,3,81,760,3698,4779,20,0,2,3,2,1,4,8,8,7,7,5,1,2
847,34,Male,Married,2,Human Resources,2,Human Resources,Human Resources,1,No,Travel_Rarely,3,No,1,88,829,2243,3737,19,1,3,3,4,3,3,4,3,2,0,2,0,1
848,26,Female,Married,2,Medical,2,Research & Development,Research Scientist,1,Yes,Travel_Frequently,5,Yes,3,88,887,20898,2366,14,1,3,2,3,1,3,8,8,7,1,7,1,2
850,27,Male,Married,3,Medical,3,Research & Development,Research Scientist,1,No,Non-Travel,3,No,2,50,443,16571,1706,11,3,4,3,4,3,3,0,0,0,0,0,1,6
851,51,Female,Married,4,Marketing,4,Sales,Manager,4,No,Travel_Rarely,26,No,2,66,1318,5594,16307,14,1,1,3,3,3,3,29,20,6,4,17,2,2
852,44,Male,Single,3,Medical,3,Research & Development,Healthcare Representative,2,No,Travel_Rarely,4,No,2,50,625,5197,5933,12,0,4,3,2,4,3,10,5,2,2,3,9,2
854,25,Male,Single,1,Medical,1,Research & Development,Research Scientist,1,No,Travel_Rarely,2,No,2,65,180,21632,3424,13,0,1,4,1,3,3,6,4,3,0,1,7,3
855,33,Male,Divorced,3,Medical,3,Sales,Sales Executive,2,No,Travel_Rarely,1,No,3,48,586,21816,4037,22,1,1,4,1,1,4,9,9,8,0,8,1,5
856,35,Female,Single,1,Medical,1,Research & Development,Research Scientist,1,No,Travel_Rarely,27,No,2,53,1343,17852,2559,11,0,3,2,1,4,3,6,6,5,1,1,1,3
857,36,Male,Married,2,Life Sciences,2,Sales,Sales Executive,2,No,Travel_Rarely,1,Yes,2,56,928,2823,6201,14,1,2,3,4,4,3,18,18,14,4,11,1,1
859,32,Male,Divorced,4,Life Sciences,4,Sales,Sales Executive,2,No,Travel_Rarely,13,No,2,73,117,9250,4403,11,1,2,3,4,3,3,8,5,2,0,3,2,3
861,30,Male,Divorced,4,Life Sciences,4,Research & Development,Research Scientist,1,No,Travel_Frequently,5,No,2,75,1012,2373,3761,12,1,2,2,4,2,3,10,5,4,0,3,9,3
862,53,Female,Married,2,Marketing,2,Sales,Sales Executive,3,No,Travel_Rarely,7,Yes,3,78,661,20715,10934,18,1,1,2,4,4,3,35,5,2,0,4,7,3
864,45,Male,Divorced,3,Marketing,3,Sales,Sales Executive,3,No,Travel_Rarely,9,Yes,3,74,930,19239,10761,12,1,4,3,1,3,3,18,5,4,0,2,4,2
865,32,Female,Married,2,Medical,2,Research & Development,Research Scientist,2,No,Travel_Rarely,8,No,2,91,638,22162,5175,12,1,3,4,3,3,3,9,5,3,1,3,5,3
867,52,Female,Married,4,Medical,4,Research & Development,Manufacturing Director,4,No,Travel_Frequently,25,No,3,81,890,19028,13826,22,0,3,2,4,3,4,31,9,8,0,0,3,3
868,37,Male,Divorced,4,Marketing,4,Sales,Sales Executive,2,No,Travel_Rarely,16,No,3,66,342,24558,6334,19,2,4,2,3,4,3,9,1,0,0,0,4,2
869,28,Male,Divorced,2,Medical,2,Human Resources,Human Resources,1,No,Travel_Rarely,8,No,3,63,1169,23965,4936,13,1,2,2,4,4,3,6,5,1,0,4,1,6
872,22,Male,Married,2,Life Sciences,2,Research & Development,Manufacturing Director,2,No,Travel_Rarely,1,No,1,33,1230,19146,4775,22,2,4,2,4,1,4,4,2,2,2,2,6,2
874,44,Male,Married,4,Life Sciences,4,Research & Development,Laboratory Technician,1,No,Travel_Rarely,8,Yes,2,62,986,5044,2818,24,1,1,4,4,3,4,10,3,2,0,2,2,2
875,42,Male,Single,1,Medical,1,Research & Development,Research Scientist,1,No,Travel_Frequently,2,Yes,3,35,1271,9068,2515,14,0,2,3,4,4,3,8,2,1,2,2,5,2
878,36,Male,Married,3,Life Sciences,3,Human Resources,Human Resources,1,No,Travel_Rarely,8,No,3,77,1278,8635,2342,21,0,1,2,1,3,4,6,5,4,0,3,0,3
879,25,Male,Married,1,Other,1,Sales,Sales Executive,2,No,Travel_Rarely,3,Yes,3,98,141,14363,4194,18,0,3,3,1,4,3,5,5,3,0,3,1,3
880,35,Female,Married,3,Life Sciences,3,Research & Development,Manufacturing Director,3,No,Travel_Rarely,9,Yes,3,66,607,23457,10685,20,1,4,2,3,2,4,17,17,14,5,15,1,2
881,35,Female,Divorced,4,Life Sciences,4,Research & Development,Research Scientist,1,Yes,Travel_Frequently,25,Yes,2,96,130,16612,2022,19,1,4,3,2,1,3,10,10,2,7,8,1,3
882,32,Male,Divorced,3,Life Sciences,3,Research & Development,Laboratory Technician,1,No,Non-Travel,1,No,3,61,300,9148,2314,12,1,4,3,4,2,3,4,3,0,0,2,0,2
885,25,Male,Married,1,Marketing,1,Sales,Sales Executive,2,No,Travel_Rarely,4,No,4,87,583,18154,4256,12,0,3,2,1,1,3,5,5,2,0,3,1,1
887,49,Female,Married,3,Technical Degree,3,Research & Development,Research Scientist,1,No,Travel_Rarely,1,No,3,36,1418,10554,3580,16,1,3,3,1,2,3,7,4,2,0,2,2,2
888,24,Male,Married,1,Life Sciences,1,Research & Development,Laboratory Technician,1,No,Non-Travel,4,No,2,46,1269,10778,3162,17,0,1,2,4,4,3,6,5,2,3,4,0,2
889,32,Male,Married,2,Life Sciences,2,Sales,Sales Executive,2,No,Travel_Frequently,5,No,3,48,379,8891,6524,14,1,2,3,2,4,3,10,10,8,5,3,1,3
893,38,Male,Married,3,Marketing,3,Sales,Sales Representative,1,No,Travel_Rarely,9,No,3,98,395,12102,2899,19,1,2,2,2,4,3,3,2,2,1,2,0,3
894,42,Female,Married,3,Life Sciences,3,Research & Development,Laboratory Technician,2,No,Travel_Rarely,3,Yes,2,95,1265,23726,5231,13,1,3,4,4,2,3,17,5,3,1,3,2,1
895,31,Male,Married,4,Life Sciences,4,Research & Development,Research Scientist,1,No,Travel_Rarely,11,Yes,3,48,1222,14871,2356,19,1,4,3,4,2,3,8,6,4,0,2,3,2
896,29,Female,Divorced,3,Medical,3,Sales,Sales Representative,1,Yes,Travel_Rarely,1,Yes,3,48,341,23522,2800,19,3,2,2,3,3,3,5,3,2,0,2,6,3
897,53,Male,Married,3,Marketing,3,Sales,Sales Executive,4,No,Travel_Rarely,8,No,3,73,868,22789,11836,14,1,1,3,4,3,3,28,2,0,2,2,5,3
899,35,Male,Married,3,Technical Degree,3,Research & Development,Manufacturing Director,3,No,Travel_Rarely,25,No,3,78,672,9129,10903,16,0,4,2,2,1,3,16,13,10,4,8,3,2
900,37,Female,Married,2,Medical,2,Sales,Sales Representative,1,No,Travel_Frequently,21,No,3,54,1231,21222,2973,15,1,3,3,4,2,3,10,5,4,0,0,5,3
901,53,Female,Single,4,Life Sciences,4,Research & Development,Research Director,4,No,Travel_Rarely,23,No,3,72,102,20206,14275,18,0,4,3,4,3,3,33,12,9,3,8,6,0
902,43,Female,Married,3,Life Sciences,3,Research & Development,Healthcare Representative,2,No,Travel_Frequently,1,No,2,33,422,21782,5562,13,1,4,3,4,2,3,12,5,2,2,2,4,2
903,47,Female,Married,2,Marketing,2,Sales,Sales Executive,2,No,Travel_Rarely,2,Yes,3,35,249,17783,4537,22,1,3,3,4,1,4,8,7,6,7,7,0,2
904,37,Male,Single,2,Medical,2,Sales,Sales Executive,3,No,Non-Travel,19,Yes,3,32,1252,4814,7642,13,0,1,3,2,4,3,10,10,0,0,9,1,2
905,50,Male,Divorced,4,Life Sciences,4,Research & Development,Manager,4,No,Non-Travel,2,No,3,98,881,4544,17924,11,1,1,3,1,4,3,31,31,6,14,7,1,3
909,39,Female,Married,3,Life Sciences,3,Human Resources,Human Resources,2,No,Travel_Rarely,2,No,3,42,1383,7790,5204,11,2,4,2,4,3,3,13,5,4,0,4,8,2
910,33,Male,Divorced,2,Human Resources,2,Human Resources,Human Resources,1,No,Travel_Rarely,3,Yes,4,57,1075,22650,2277,11,1,4,3,2,3,3,7,4,3,0,3,3,4
911,32,Male,Single,4,Life Sciences,4,Research & Development,Laboratory Technician,1,Yes,Travel_Rarely,25,Yes,1,87,374,18016,2795,24,0,1,3,4,3,4,1,1,0,0,1,1,2
912,29,Female,Divorced,1,Medical,1,Research & Development,Laboratory Technician,1,No,Travel_Rarely,7,No,3,62,1086,6054,2532,14,3,1,2,4,3,3,8,4,3,0,3,6,5
913,44,Male,Married,2,Life Sciences,2,Research & Development,Research Scientist,1,No,Travel_Rarely,9,Yes,3,61,661,7508,2559,13,0,2,3,1,4,3,8,8,7,7,1,1,0
916,28,Male,Single,4,Medical,4,Sales,Sales Executive,2,No,Travel_Rarely,5,No,3,98,821,24252,4908,14,0,1,3,4,2,3,4,4,2,0,2,1,3
918,58,Male,Divorced,1,Life Sciences,1,Research & Development,Laboratory Technician,1,Yes,Travel_Frequently,2,Yes,2,57,781,13384,2380,14,1,4,2,4,4,3,3,1,0,0,0,9,3
920,43,Female,Divorced,3,Life Sciences,3,Research & Development,Manufacturing Director,2,No,Travel_Rarely,8,No,4,55,177,23814,4765,21,1,1,3,2,3,4,4,1,0,0,0,4,2
922,20,Female,Single,3,Medical,3,Sales,Sales Representative,1,Yes,Travel_Rarely,2,No,2,49,500,22052,2044,13,0,3,2,3,4,3,2,2,2,0,2,1,3
923,21,Female,Single,1,Other,1,Research & Development,Research Scientist,1,Yes,Travel_Rarely,18,No,2,65,1427,8870,2693,19,0,4,3,4,1,3,1,1,0,0,0,1,3
924,36,Male,Married,1,Life Sciences,1,Research & Development,Healthcare Representative,2,No,Travel_Rarely,14,Yes,2,68,1425,4821,6586,17,1,3,3,4,1,3,17,16,8,4,11,0,2
925,47,Female,Single,4,Life Sciences,4,Sales,Sales Representative,1,No,Travel_Rarely,2,Yes,2,65,1454,13137,3294,18,0,4,2,4,1,3,3,3,2,1,2,1,3
926,22,Female,Married,1,Life Sciences,1,Research & Development,Manufacturing Director,2,Yes,Travel_Rarely,3,Yes,4,34,617,10022,4171,19,1,2,3,3,1,3,4,3,2,0,2,0,3
927,41,Female,Divorced,4,Life Sciences,4,Research & Development,Laboratory Technician,1,Yes,Travel_Rarely,2,Yes,2,57,1085,17725,2778,13,1,2,1,4,3,3,10,7,7,1,0,4,1
930,28,Female,Divorced,3,Medical,3,Research & Development,Research Scientist,1,No,Travel_Rarely,9,No,3,77,995,9834,2377,18,1,3,3,3,2,3,6,2,2,2,2,5,2
932,39,Male,Married,3,Medical,3,Research & Development,Laboratory Technician,1,Yes,Travel_Rarely,6,Yes,1,70,1122,4303,2404,21,0,4,3,1,4,4,8,2,2,2,2,7,2
933,27,Female,Single,3,Life Sciences,3,Research & Development,Research Scientist,1,No,Travel_Rarely,4,No,3,76,618,17808,2318,19,0,2,3,3,3,3,1,1,1,0,0,1,2
934,34,Male,Divorced,3,Life Sciences,3,Research & Development,Laboratory Technician,1,No,Travel_Rarely,10,No,3,83,546,6896,2008,14,2,2,3,2,2,3,1,1,0,1,0,1,3
936,42,Female,Single,2,Medical,2,Sales,Sales Executive,2,No,Travel_Rarely,14,No,3,68,462,7824,6244,17,0,3,2,3,1,3,10,5,4,0,3,7,6
939,33,Male,Single,4,Other,4,Research & Development,Research Scientist,1,No,Travel_Rarely,1,Yes,3,100,1198,3339,2799,11,0,3,2,1,2,3,6,3,2,0,2,3,1
940,58,Female,Divorced,3,Technical Degree,3,Research & Development,Healthcare Representative,3,No,Travel_Rarely,5,Yes,3,37,1272,9255,10552,13,1,3,2,2,4,3,24,6,0,0,4,2,3
941,31,Male,Married,4,Life Sciences,4,Sales,Sales Representative,1,No,Travel_Rarely,7,No,4,41,154,11737,2329,15,0,2,2,3,2,3,13,7,7,5,2,3,2
942,35,Female,Married,1,Life Sciences,1,Research & Development,Healthcare Representative,2,No,Travel_Rarely,21,Yes,1,51,1137,19170,4014,25,1,4,3,4,4,4,10,10,6,0,7,1,2
944,49,Female,Married,2,Other,2,Research & Development,Laboratory Technician,3,No,Travel_Rarely,8,No,2,51,527,22477,7403,11,1,1,3,2,3,3,29,26,9,1,7,4,3
945,48,Male,Married,4,Medical,4,Research & Development,Research Scientist,1,No,Travel_Rarely,20,No,2,51,1469,5543,2259,17,2,4,3,3,1,3,13,0,0,0,0,4,2
947,31,Female,Married,2,Marketing,2,Sales,Sales Executive,2,No,Non-Travel,20,No,2,45,1188,24406,6932,13,1,4,3,3,4,3,9,9,8,0,0,1,2
949,36,Male,Single,4,Other,4,Research & Development,Research Scientist,1,No,Travel_Rarely,7,No,3,65,188,23293,4678,18,0,2,3,4,3,3,8,6,2,0,1,2,6
950,38,Female,Married,3,Technical Degree,3,Research & Development,Research Director,3,No,Travel_Rarely,1,No,3,80,1333,16292,13582,13,1,4,3,1,2,3,15,15,12,5,11,1,3
951,32,Female,Married,3,Life Sciences,3,Research & Development,Laboratory Technician,1,No,Non-Travel,1,No,3,70,1184,3974,2332,20,0,3,2,2,3,4,5,3,0,0,2,6,3
952,25,Male,Married,2,Marketing,2,Sales,Sales Representative,1,Yes,Travel_Rarely,19,Yes,3,36,867,18798,2413,18,3,3,2,2,3,3,1,1,0,0,0,1,2
954,40,Male,Divorced,4,Marketing,4,Sales,Sales Executive,3,No,Travel_Rarely,10,No,2,67,658,20652,9705,12,1,1,2,2,2,3,11,1,0,0,0,2,2
